,time,x,y,z,xdot,ydot,zdot,qx,qy,qz,qw,wx,wy,wz,windx,windy,windz,r1,r2,r3,r4,xdes,ydes,zdes,xdotdes,ydotdes,zdotdes,xddotdes,yddotdes,zddotdes,xdddotdes,ydddotdes,zdddotdes,xddddotdes,yddddotdes,zddddotdes,yawdes,yawdotdes,ax,ay,az,ax_gt,ay_gt,az_gt,gx,gy,gz,mocap_x,mocap_y,mocap_z,mocap_xdot,mocap_ydot,mocap_zdot,mocap_qx,mocap_qy,mocap_qz,mocap_qw,mocap_wx,mocap_wy,mocap_wz,r1des,r2des,r3des,r4des,thrustdes,qxdes,qydes,qzdes,qwdes,mxdes,mydes,mzdes
0,0.0,0.304787415447453,1.2488869357086294,-1.254571566522334,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1788.53,1788.53,1788.53,1788.53,0.304787415447453,1.2488869357086294,-1.254571566522334,3.2087147959252475e-24,-1.5332512540828647e-23,-9.579571432476651e-25,1.6058496606780008e-24,4.759015539116503e-23,-5.559491792928871e-24,-3.095024822548191e-24,-1.1934573907680282e-24,6.479998437603012e-24,-11.363420063347004,59.739976687736515,32.533984201181546,-1.9175646308960135e-23,1.548981828126863e-23,0.8584264570523551,1.1084318771805641,8.803090709686282,0.0,0.0,9.809774653426668,0.00104341114723216,-0.0008542351664972375,0.0008968183873176385,0.30310961631548733,1.2439521592810183,-1.2606978847288286,-0.0016491443389873171,-0.0026055942010121437,-0.012821020461670133,-0.0017059774192115982,-0.002513227314638721,-0.00038713185338071183,0.9999953117182291,0.0008999190348575321,0.0037616278892225767,-0.0034988074135627574,1788.5505426121624,1788.5505426121624,1788.5505426121624,1788.5505426121624,0.2943,7.0030044710242385e-25,7.360198187756875e-25,-9.587823154480068e-24,1.0,1.0895554476198351e-26,1.1451290748439656e-26,-2.805931769088988e-25
1,0.01,0.304787415447453,1.2488869357086294,-1.2545715731283493,0.0,0.0,-9.302548260289206e-07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1918.934221234886,1876.1612425202134,2034.3821147453236,1725.1923825151223,0.3047874107614536,1.2488869603374457,-1.2545715530448753,-1.8695405809993457e-06,9.825334956038566e-06,5.383158666972587e-06,-0.0005584359132057048,0.0029345231745455296,0.0016110376031431848,-0.11071867854726207,0.5816847887613531,0.32064496295278505,-10.782315989866142,56.60805982319718,31.596449492960165,8.22359643112368e-21,3.2858088223524512e-18,0.8353168737563602,-2.119084039901649,10.42255488265587,0.0,0.0,10.976588332717379,-0.00037831153272922964,0.0006260479332197217,0.0004958294244032397,0.3032476328719922,1.247555538003917,-1.2592818455202082,0.001607716504624301,0.0008484212798418122,0.0021111151078116864,-0.0002702231947277862,0.0008861200753815906,0.0013280595796397677,0.9999986890133358,0.006439268926593539,0.0012749104260466196,0.000976745610323982,1788.511821041877,1788.983034599943,1788.8933929128639,1788.422106475486,0.2943500447873007,-0.00015155345908608001,-2.8840381274527644e-05,4.370859595533891e-09,0.9999999880998907,-2.35792930978525e-06,-4.487101826819106e-07,1.374338108032428e-10
2,0.02,0.3047874007413844,1.2488870798525562,-1.2545391146645182,-5.388039636727031e-06,5.259241099976216e-05,0.0049152272101939,-0.0006838906389340367,-7.053078951421783e-05,0.0004979760824550052,0.9999996396693467,-0.2074709026361949,-0.022439551907244247,0.15069597331302012,0.0,0.0,0.0,1658.3365096170476,1777.351894895529,1850.8884368043973,1860.267197931215,0.30478734124626744,1.2488873255938016,-1.2545713521330417,-1.4763022819868778e-05,7.756092005323215e-05,4.2753045952853775e-05,-0.002195203038297674,0.011530403975372028,0.006381792185084064,-0.21568616495718293,1.1323818540484436,0.6319578016598746,-10.213165464343309,53.54234023400786,30.66755832494017,1.3007054762334807e-19,2.5839462026768462e-17,1.0335966598917778,-0.8965780988349764,10.303578778675304,-1.6026536579294196e-05,3.1887354290690076e-05,9.808933544360212,-0.20807173986539232,-0.022090751528401033,0.15122023570638946,0.30386639432613033,1.2450617457357749,-1.251550559743216,0.009119430116296729,-0.012488099098096572,0.0037446949337964002,-0.0008802425857600782,1.843029448344293e-05,0.0014946326752626608,0.9999984954521084,-0.20615640497994114,-0.022001174964853373,0.14807943683395236,1777.9447584512825,1789.2587499196839,1752.6400675371758,1819.8555924279628,0.2931615885036215,-0.0005951603746996081,-0.00011425896258571375,6.800241947302592e-08,0.9999998163644898,0.0001397033798004682,1.4746843981163508e-05,-0.00021877945519121456
3,0.03,0.3047873783706311,1.2488886538673634,-1.254491027768081,2.0631652735702592e-05,0.0003013914686365645,0.004651719373865344,-0.0018754972297498431,0.0005059099260882943,0.0009946838111777466,0.9999976185818662,-0.23091497591588742,0.18962775214804792,0.05433224804510328,0.0,0.0,0.0,1641.238017725888,1733.6236360062567,1832.309923319803,1772.844730992761,0.30478704369947696,1.2488888885109952,-1.254570487485451,-4.917818744371301e-05,0.0002582819553201833,0.00014324166576659372,-0.004853385514146851,0.025481065855616755,0.014219374577665525,-0.31502150956327934,1.6527504158484874,0.9340249207102141,-9.655871457565807,50.54226736691169,29.747304534507876,6.495665147286552e-19,8.571621999714744e-17,0.16917558199457414,-1.968835416206842,10.67308283289016,-1.2521092441813804e-05,-5.493172289502968e-05,9.352027454066663,-0.2309073260358379,0.18959987028939293,0.05376896264390859,0.29828938582759645,1.248354566211323,-1.254404567181225,0.0001756689380023799,-0.0003221703514604638,0.0037563463995921357,-0.0035675485574037384,0.002869913160529496,-0.0031717867517086573,0.9999844878619585,-0.22990776317718767,0.1905871269908675,0.05031308366274512,1806.7062847691163,1792.9050070768205,1746.044754323185,1797.879723326993,0.2934740141919299,-0.0012936475794378536,-0.00026244844618380245,3.395160929203463e-07,0.9999991287979395,0.0001632082265773664,-0.00013822382375101966,-0.00010453558473363962
4,0.04,0.30478846640240576,1.2488938809113859,-1.2544584206766063,0.0002439075043892247,0.000792257204489518,0.0024542447935281147,-0.0032754928073938957,0.0019077628885946286,0.001183312928853587,0.9999921156479895,-0.2780750421877177,0.3051705278893212,0.02064194633709985,0.0,0.0,0.0,1966.5277310844297,1910.8690996570097,1897.9706888163457,1644.2806871649861,0.3047862527672488,1.248893041655139,-1.2545681761107423,-0.00011504955291348663,0.0006040307445573517,0.00033705644953791646,-0.008477253131498715,0.044486496940626286,0.025031759350489225,-0.4088427924069412,2.1434441886161317,1.2269326630666122,-9.110336940320943,47.60729066865178,28.83568195904958,2.024828790075377e-18,1.996813249453053e-16,1.3141813811167733,-1.7346752362826217,10.228348315133214,-6.427759139123455e-05,-0.0002041496311903923,10.598437298848268,-0.27841933980849326,0.3047551178787859,0.02119679542661617,0.30305969349224243,1.2462543774800545,-1.2560495652720234,0.0029841168020966285,-0.004307026234332141,-0.003034995694249224,-0.004136932763321304,0.0027618038348897053,-0.00043542074008888113,0.9999875342401366,-0.27825523100768357,0.30516313175223103,0.02050156935423511,1826.9428399213375,1798.6628106186465,1738.1387752785554,1790.8721990730298,0.2944289266901841,-0.0022277527630920383,-0.0005057575130989249,1.1267056372204142e-06,0.9999973906594432,0.00020184656207292127,-0.0002409595535244321,-6.518038585387795e-05
5,0.05,0.3047931681424869,1.2489056988214042,-1.254412042725419,0.0007073035874045277,0.0016213477443550934,0.005758032531325005,-0.00498473471049232,0.0024036765150809024,0.0016888392273796489,0.999983261150476,-0.3413534245406131,-0.04894000015164738,0.13677506731827566,0.0,0.0,0.0,1798.6930087673284,1825.3819977545736,1842.136203401043,1669.7322447018062,0.3047846065174361,1.2489016831235118,-1.2545633375301242,-0.000221760223428133,0.0011638820667825192,0.0006534888905136008,-0.013012251630052006,0.06825319497263083,0.038727784194654225,-0.4972671232374314,2.6051113812734545,1.5107673100657402,-8.57646488339602,44.73685958597127,27.9326844359516,4.875326333472196e-18,3.8324580003301524e-16,-0.2778596979519606,0.7257648157155313,9.882642835236577,-0.00019598713533080288,-0.00039824459249181154,9.7729646818173,-0.34151005350868924,-0.047834777115768515,0.13637312712969027,0.3042549163242557,1.2477561906213692,-1.2483099896583387,-0.000232682903241569,-0.0024073076021839156,0.021335771968063143,-0.0035467167325643344,0.00580991271081844,0.0005936480201365964,0.9999766563759075,-0.34220155315883893,-0.048015251636244406,0.13816245688926948,1793.3282304256268,1785.4910243601098,1738.7334377459795,1831.95567280491,0.2940149775797115,-0.003387375375476762,-0.000856263843466915,2.9005047622950996e-06,0.9999938962273135,0.0002523985781579796,-1.730753364625487e-05,-0.00023775934697981124
6,0.060000000000000005,0.3048024334807506,1.2489273995907177,-1.2543560706175496,0.0011277207387510937,0.0027851109548078057,0.005473015756856109,-0.006984974814287866,0.0018692076872498672,0.0024868093089726625,0.9999707655571369,-0.38929357724856317,-0.1409912517116292,0.14955672468610914,0.0,0.0,0.0,1817.0961309955135,1807.71927120061,1778.953972693663,1794.3605823299552,0.30478165189508505,1.2489171871938758,-1.2545546028936099,-0.00037815359989951065,0.0019840079971229978,0.0011209231718911474,-0.018404992995537463,0.09649411225541851,0.0552171493064956,-0.5804106415118858,3.0383946972099656,1.7856150814181329,-8.054158257578342,41.93042356561327,27.038305802600235,9.969514896809578e-18,6.507018482700084e-16,-0.14387518575028427,1.1022008642846683,11.884214794674845,-0.00027298373493465564,-0.000675560217065746,9.930463203638391,-0.3890457687306382,-0.14109040184117164,0.14895882802150906,0.30486967309660745,1.2529340350115474,-1.257809061842919,0.002345509578343648,-0.0018554019367022236,0.009195307743450747,-0.008210511181077768,0.005482418278805685,0.0022817529959477693,0.999948660781756,-0.3930691430796544,-0.14064927377306785,0.15017772613669572,1789.4017723025931,1780.797769346873,1739.233115224725,1847.9205929078896,0.2946976601308096,-0.004744957303230133,-0.0012502267441498196,5.932343939446043e-06,0.9999879610665751,0.0002941353013541035,4.65353876323449e-05,-0.0002801453313281088
7,0.07,0.3048152688347673,1.2489627191467663,-1.2542977644935422,0.0014119617222891473,0.0043306445180447,0.006040132500042662,-0.008640917983108443,0.0010703842121599992,0.003129202579337852,0.9999571975366071,-0.25240855513222216,-0.16181126597523848,0.09150843259356899,0.0,0.0,0.0,1939.1145909355598,1721.8547958460051,1955.42274242342,1930.4320335720427,0.3047768500613174,1.2489423756192475,-1.2545403240100044,-0.0005925449938981067,0.0031077421771545785,0.0017668447887898317,-0.024603245756796538,0.12892860059900976,0.07441041677132311,-0.6583885163953134,3.4439313342826057,2.051562135208188,-7.543320033655212,39.18743205432092,26.1525398963818,1.8212824213970092e-17,1.0151578666777516e-15,-0.1994048246736313,-0.24681667988300193,11.286298809995873,-0.00035115556654057955,-0.0010712786956110498,10.943203697546242,-0.25118663317559836,-0.16334174634801724,0.09301570800916742,0.3054930650613151,1.2486070765199677,-1.2562127093081195,0.004325994770672894,0.005387888715121775,0.0061199597763341804,-0.0058783646072488,0.0017589593284856701,0.006102438510364653,0.9999625548668571,-0.25276449176272486,-0.16262527975765734,0.09315233156669414,1785.502968559452,1784.4095117212908,1757.5284884022958,1837.8009381963723,0.2952868071414546,-0.006294111439031294,-0.0016697093248304062,1.0509559386683166e-05,0.9999787978359905,0.0002045602233567573,6.593306448765017e-05,-0.00022206783742775277
8,0.08,0.30483030804190864,1.2490153137786562,-1.2542051800497354,0.0015871703726587866,0.006181589416879088,0.010983266711668778,-0.009258129821924966,0.0008835954917510337,0.0038396012710928944,0.9999493805954811,-0.022100298637573304,0.0368266321763371,0.1486794807089121,0.0,0.0,0.0,1688.8167481553526,1645.594723710078,1755.546170980538,1844.017112613866,0.3047695816165581,1.2489804895626193,-1.2545185822906995,-0.0008727331445695379,0.004575643534687228,0.0026178491640591445,-0.03155592528286015,0.16528235626433144,0.09621900994715978,-0.7313149467605962,3.8223529848157467,2.3086945678941664,-7.043853182413936,36.50733449883735,25.275380554682602,3.063599340870539e-17,1.4885730757190044e-15,-0.16235787718448394,1.8400999223440948,8.998116524562572,-0.0003655426229806529,-0.0013848916258617505,9.230536431712814,-0.022591049961702924,0.035533435946514896,0.14862327819095789,0.3012919745199016,1.250734538592691,-1.248462209932697,0.011509374850852424,-0.0014494800078235252,0.0182415618439691,-0.00986186068896774,0.00028675599739288207,0.004971138202421322,0.9999389727676994,-0.018558190896881807,0.03394381364935061,0.14490432321859725,1771.6513409123595,1822.3842265229548,1750.536300551515,1814.9747875758808,0.29482190192418134,-0.008071069396214055,-0.002126104083858521,1.716053133993214e-05,0.9999651680062372,3.316240355804703e-05,-7.085731975387393e-05,-0.0003214317095422961
9,0.09,0.3048471462015068,1.2490858017226016,-1.2541118281132708,0.001808096090429165,0.007922125328611123,0.008495506792355466,-0.009020156026082261,0.0016683428707228816,0.0043904459012550955,0.9999482873639612,0.09069863358209947,0.20660622451593486,0.06598681503655936,0.0,0.0,0.0,1707.059370739872,1960.12736181101,1857.2078893910266,1806.4129475021507,0.3047591517090797,1.2490351621661282,-1.2544871976073435,-0.0012260116385218386,0.006425559452997527,0.003699650257924619,-0.03921308408002739,0.20528736490789154,0.12055521284848059,-0.7993031611884893,4.174285835601192,2.5570984143081916,-6.555660674641816,33.88958034590567,24.406821614888948,4.838375077313766e-17,2.081791763993152e-15,0.5626382923177338,-0.9301054209606304,11.404306085429017,-0.0004874270438477591,-0.0019570510526736584,10.324242481770108,0.09092130341344073,0.20653160424622538,0.06623287750359698,0.30958748927881985,1.2463532697489692,-1.2606561788152135,0.005114839620812431,0.018563457147685335,0.015557674792493212,-0.009171401561797543,0.00031869396540758975,0.0036141114261206567,0.999951359830141,0.08327383753465692,0.2078690619434535,0.06306247349467313,1787.5940646018616,1842.863999216337,1761.958494396923,1787.5716780140015,0.29650566148672214,-0.010066069991225928,-0.0026264440565976384,2.6439400438213318e-05,0.9999458861996021,-7.674460923366786e-05,-0.00020401514796113083,-0.00022742455933715604
